Id,Memo,MaxStackCount,Duration,EffectTag,BuffEffects,ShowBuffIcon,ShowActiveText,Triggers,InactiveInLounge,IsDespairEffect
2050,모니터맨 혼란,1,1.5,"Confuse","[{""$type"":""GameCommon.Data.ConfusionEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Confusion""}]",True,False,,False,False
2051,모니터맨 헤이스트,1,3,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""50.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
2052,도끼병 화염병 화상,5,5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":1,""UseStatValue"":true,""StatType"":""Atk"",""StatPercent"":""6.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
2053,방패병 방패 막기,1,-1,"None","[{""$type"":""GameCommon.Data.FrontGuardEffect, De.Base"",""DamageReductionPercent"":""90.000"",""AngleDeg"":""180.000"",""VfxForwardPos"":""0.500"",""Vfx"":""Monster/200024_skill_1_AxeShieldMan_Shield_Guard"",""VfxDuration"":""1.000"",""Sfx"":""Shield_Guard"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""FrontGuard""},{""$type"":""GameCommon.Data.ImmunityEffect, De.Base"",""ImmunityEffectTags"":""Stun, Knockback, Pull"",""DispelOnApply"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Immunity"",""IsFullImmunity"":false}]",False,False,,False,False
2054,마네킹 헤이스트,1,1.5,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""1.300"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
2055,도끼병 방깎,3,2.5,"DefReduction","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
2056,도끼병 헤이스트,1,1.5,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""75.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
2057,다크영 광폭화,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""25.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""40.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CooldownReductionPercent"",""statValue"":""50.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpRegen"",""statValue"":""100.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""LessEqual"",""CompareValue"":""50.000""}]",False,False
2058,다크영 베이비 헤이스트,1,1.5,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""50.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
2059,클리너 보스 화속성 피격 시 회복,1,-1,"None","[{""$type"":""GameCommon.Data.DamageConversionEffect, De.Base"",""ElementalType"":""Fire"",""Percent"":""100.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DamageConversion""}]",False,False,,False,False
2060,다크영 베이비 슬로우,1,1.5,"Slow","[{""$type"":""GameCommon.Data.SlowEffect, De.Base"",""SlowType"":""MoveSlow"",""value"":""-20.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Slow""}]",True,False,"[]",False,False
2061,다크영 베이비 혼란,1,1,"Confuse","[{""$type"":""GameCommon.Data.ConfusionEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Confusion""}]",True,False,"[]",False,False
2062,다크영 베이비 광기,1,2,"Madness","[{""$type"":""GameCommon.Data.MadnessEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Madness""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,"[]",False,False
2063,거미 원거리 방깍,3,2.5,"DefReduction","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
2066,클리너 보스 화상,5,4.5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":1,""UseStatValue"":true,""StatType"":""Atk"",""StatPercent"":""6.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
3000,공용 이속 증가,1,15,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""18.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
3001,공용 공격력 증가 lv1,1,15,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
3002,공용 공속 증가,1,15,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
3003,공용 공격력 증가 lv2,1,15,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
3004,공용 이속 증가 lv2,1,20,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
3100,기름 폭발 화상,3,5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":1,""UseStatValue"":true,""StatType"":""Atk"",""StatPercent"":""8.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
3101,기름장판 슬로우(플레이어),1,2.5,"Slow","[{""$type"":""GameCommon.Data.SlowEffect, De.Base"",""SlowType"":""MoveSlow"",""value"":""-50.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Slow""}]",True,False,,False,False
3102,맵 외곽 안개 독,1,2,"None","[{""$type"":""GameCommon.Data.DotPercentHpDamageEffect, De.Base"",""Percent"":""5.500"",""TickAmount"":0,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotPercentHpDamage""}]",True,False,,False,False
3103,가두리 버프,1,-1,"None","[{""$type"":""GameCommon.Data.BindingFieldEffect, De.Base"",""Range"":""7.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""BindingField""}]",False,False,,False,False
3104,가두리 버프,1,-1,"None","[{""$type"":""GameCommon.Data.BindingFieldEffect, De.Base"",""Range"":""4.700"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""BindingField""}]",False,False,,False,False
3105,가두리 버프 ,1,-1,"None","[{""$type"":""GameCommon.Data.BindingFieldEffect, De.Base"",""Range"":""4.700"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""BindingField""}]",False,False,,False,False
3106,인터벌 트랩(화염) 화상 아군,1,8,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":1,""UseStatValue"":true,""StatType"":""Atk"",""StatPercent"":""7.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
3107,트리거 트랩(가시) 출혈,1,10,"Bleed","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":1,""UseStatValue"":true,""StatType"":""Atk"",""StatPercent"":""6.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
3108,발전기 전기 트랩 혼란,1,5,"Confuse","[{""$type"":""GameCommon.Data.ConfusionEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Confusion""}]",True,False,,False,False
3109,가스관 독(플레이어),1,10,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":1,""UseStatValue"":true,""StatType"":""Atk"",""StatPercent"":""17.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
3110,가스관 독 (적),1,10,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":1,""UseStatValue"":true,""StatType"":""Atk"",""StatPercent"":""17.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
3111,기름장판 슬로우(몹),1,1.5,"Slow","[{""$type"":""GameCommon.Data.SlowEffect, De.Base"",""SlowType"":""MoveSlow"",""value"":""-25.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Slow""}]",True,False,,False,False
3112,기름장판 슬로우(브리처) ,1,1.5,"Slow","[{""$type"":""GameCommon.Data.SlowEffect, De.Base"",""SlowType"":""MoveSlow"",""value"":""-10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Slow""}]",True,False,,False,False
5001,패시브 공격력,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
5002,패시브 방어력,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Def"",""statValue"":""35.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
5005,패시브 HP 회복량,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpRegen"",""statValue"":""1.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
5007,패시브 이동속도 ,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""0.750"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
5008,패시브 공격력,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
5009,패시브 공격력,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
6000,광원-공명 효과,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
6001,광원-밝음,1,-1,"None","[]",False,False,,False,False
6002,광원-보통,1,-1,"None","[]",False,False,,False,False
6003,광원-어두움,1,-1,"None","[]",False,False,,False,False
6004,광원-암흑,1,-1,"None","[]",False,False,,False,False
6101,광원 0 때 디버프,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""50.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""},{""$type"":""GameCommon.Data.AggroRangeAmplifierEffect, De.Base"",""Percent"":""40.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AggroRangeAmplifier"",""ShowEffect"":false}]",True,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""AllyExceptOwner"",""Range"":""2.500"",""CompareType"":""LessEqual"",""CompareValue"":""0.000"",""NearUnitConditionTriggers"":[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""Greater"",""CompareValue"":""0.000""}]},{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""LessEqual"",""CompareValue"":""0.000""}]",True,False
7001,STRESS 낮음,1,-1,"None","[]",False,False,,False,False
7002,STRESS 보통-경고,1,-1,"None","[]",False,False,,False,False
7003,STRESS 낮음-공포,1,-1,"None","[]",True,False,,False,False
7004,STRESS 매우낮음-절망,1,-1,"None","[{""$type"":""GameCommon.Data.DotPercentHpDamageEffect, De.Base"",""Percent"":""0.850"",""TickAmount"":1,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotPercentHpDamage""}]",True,False,,False,False
7005,절망 시 stress 회복 불가,1,10,"None","[{""$type"":""GameCommon.Data.BlockStressRecoveryEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""BlockStressRecovery""}]",True,False,,False,False
7101,유물 오염도 초과 1단계,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,True,,False,False
7102,유물 오염도 초과 2단계,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,True,,False,False
7103,유물 오염도 초과 3단계,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-60.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,True,,False,False
7201,붕괴 - 공황,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""StaminaRegen"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,True
7202,붕괴 - 쇠약,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""-35.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,True
7203,붕괴 - 편집증,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",True,False,,False,True
7204,붕괴 - 망각,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CooldownReductionPercent"",""statValue"":""-30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,True
7205,붕괴 - 과호흡,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""StaminaMax"",""statValue"":""-30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,True
7206,붕괴 - 무기력,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""-25.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",True,False,,False,True
7207,붕괴 - 불신,1,-1,"None","[{""$type"":""GameCommon.Data.ItemEffectAmplifierEffect, De.Base"",""Percent"":""-40.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemEffectAmplifier""}]",True,False,,False,True
